Opportunity_ID,Opportunity_Fiscal_Period_ID,Opportunity_Open_Date_DT,Opportunity_Last_Updated_Date_DT,Opportunity_Close_Date_DT,Opportunity_Business_ID,Opportunity_Business_Name,Opportunity_Business_Line_ID,Opportunity_Business_Line_Group_ID,Opportunity_Offering_Amount,Opportunity_Estimated_Revenue,Opportunity_Estimated_Net_Sales_Revenue,Opportunity_Lead_Pursuit_Partner,Opportunity_Lead,Opportunity_Team,Opportunity_Probability_Win,Opportunity_Top_Priority,Opportunity_Stage_ID,Opportunity_Stage_Description,Year,Acitve / Inacitve 
OPP20160052,FP2016,2016-11-19 19:37,2016-11-28 22:58,2016-12-04 20:33,CrCo0114,CreativeSolutions,Compliance,Legal,199461.54,167180.08,15162.55,EMP083,"[""'EMP083'"", ""'EMP072'"", ""'EMP017'"", ""'EMP001'"", ""'EMP117'""]","['EMP017', 'EMP072', 'EMP018', 'EMP067', 'EMP117', 'EMP007', 'EMP068', 'EMP001', 'EMP083', 'EMP065']",0.3899,0,4,Closed-Won,2016,Inactive
OPP20160053,FP2016,2016-04-15 00:22,2016-09-16 10:21,2016-09-28 13:47,SmTr0142,SmartDynamics,Treasury,Finance,193348.34,145676.64,13358.33,EMP098,"[""'EMP098'"", ""'EMP099'"", ""'EMP072'"", ""'EMP110'"", ""'EMP025'""]","['EMP099', 'EMP084', 'EMP098', 'EMP006', 'EMP072', 'EMP013', 'EMP025', 'EMP033', 'EMP110', 'EMP038']",0.7225,0,4,Closed-Won,2016,Inactive
OPP20160054,FP2016,2016-07-04 05:14,2016-12-04 11:07,,TeTr0133,TechTechnology,Treasury,Finance,193293.67,138451.22,22842.88,EMP083,"[""'EMP083'"", ""'EMP128'"", ""'EMP023'""]","['EMP023', 'EMP040', 'EMP036', 'EMP128', 'EMP034', 'EMP055', 'EMP083']",0.8359,0,2,Proposal,2016,Active
OPP20160055,FP2016,2016-06-05 16:43,2016-09-05 08:21,2016-09-15 22:08,WeCr0152,WebSystems,Credit,Finance,203878.53,178625.24,22760.17,EMP023,"[""'EMP023'"", ""'EMP025'"", ""'EMP112'"", ""'EMP059'"", ""'EMP116'""]","['EMP090', 'EMP025', 'EMP116', 'EMP091', 'EMP059', 'EMP112', 'EMP069', 'EMP054', 'EMP023']",0.6894,0,4,Closed-Won,2016,Inactive
OPP20160056,FP2016,2016-02-25 11:39,2016-05-04 10:49,,GeEq0113,GeoDynamics,Equity,Finance,194102.68,169970.77,14554.34,EMP036,"[""'EMP036'"", ""'EMP042'"", ""'EMP025'"", ""'EMP050'"", ""'EMP010'""]","['EMP050', 'EMP025', 'EMP024', 'EMP042', 'EMP086', 'EMP012', 'EMP089', 'EMP031', 'EMP036', 'EMP010']",0.7048,0,1,Qualifying,2016,Active
OPP20160057,FP2016,2016-01-30 23:29,2016-05-09 07:38,,WeCr0171,WebSystems,Credit,Finance,1457320.92,1258552.06,179500.47,EMP085,"[""'EMP085'"", ""'EMP009'"", ""'EMP002'"", ""'EMP116'"", ""'EMP023'""]","['EMP084', 'EMP095', 'EMP009', 'EMP042', 'EMP002', 'EMP085', 'EMP116', 'EMP023', 'EMP057', 'EMP077']",0.5333,0,2,Proposal,2016,Active
OPP20160058,FP2016,2016-12-08 16:43,2016-12-13 11:02,,DaDe0155,DataSystems,Deposits,Banking,213751.77,165732.06,25734.22,EMP083,"[""'EMP083'"", ""'EMP114'"", ""'EMP001'"", ""'EMP104'"", ""'EMP054'""]","['EMP032', 'EMP097', 'EMP096', 'EMP001', 'EMP077', 'EMP060', 'EMP054', 'EMP083', 'EMP104', 'EMP114']",0.8099,0,2,Proposal,2016,Active
OPP20160059,FP2016,2016-12-09 23:29,2016-12-17 02:15,2016-12-17 09:46,TeLo0138,TechSolutions,Loans,Finance,212856.23,161787.92,21394.58,EMP036,"[""'EMP036'"", ""'EMP131'"", ""'EMP117'"", ""'EMP110'"", ""'EMP072'""]","['EMP110', 'EMP117', 'EMP131', 'EMP085', 'EMP072', 'EMP036', 'EMP060', 'EMP051', 'EMP097']",0.8442,0,4,Closed-Won,2016,Inactive
OPP20160060,FP2016,2016-05-04 05:17,2016-12-24 00:40,2016-12-30 22:20,SmVe0168,SmartVentures,Venture Capital,Investment,213350.51,155279.6,30079.22,EMP083,"[""'EMP083'"", ""'EMP048'"", ""'EMP027'"", ""'EMP009'"", ""'EMP104'""]","['EMP104', 'EMP009', 'EMP095', 'EMP031', 'EMP083', 'EMP087', 'EMP027', 'EMP048', 'EMP055', 'EMP008']",0.6984,0,4,Closed-Won,2016,Inactive
OPP20160061,FP2016,2016-10-31 23:11,2016-11-13 17:48,,InEq0173,InfoConcepts,Equity,Finance,208065.03,152153.1,27858.09,EMP023,"[""'EMP023'"", ""'EMP057'"", ""'EMP048'"", ""'EMP047'"", ""'EMP001'""]","['EMP069', 'EMP057', 'EMP001', 'EMP077', 'EMP068', 'EMP087', 'EMP023', 'EMP009', 'EMP047', 'EMP048']",0.6636,0,2,Proposal,2016,Active
OPP20160062,FP2016,2016-01-05 09:17,2016-04-04 11:31,2016-04-30 05:46,BiBi0124,BioSystems,Biotechnology,Healthcare,216388.98,163474.96,25004.65,EMP085,"[""'EMP085'"", ""'EMP092'"", ""'EMP116'"", ""'EMP050'"", ""'EMP001'""]","['EMP069', 'EMP018', 'EMP001', 'EMP035', 'EMP116', 'EMP050', 'EMP085', 'EMP092', 'EMP093']",0.5263,0,4,Closed-Won,2016,Inactive
OPP20160063,FP2016,2016-02-25 01:16,2016-03-15 07:49,,GeCr0174,GeoSolutions,Credit,Finance,193032.35,146866.69,24197.83,EMP083,"[""'EMP083'"", ""'EMP019'"", ""'EMP119'"", ""'EMP117'"", ""'EMP099'""]","['EMP083', 'EMP010', 'EMP119', 'EMP073', 'EMP099', 'EMP117', 'EMP052', 'EMP059', 'EMP019', 'EMP001']",0.6753,0,1,Qualifying,2016,Active
OPP20160065,FP2016,2016-03-28 20:53,2016-12-30 08:55,2017-02-05 02:13,WeVe0110,WebVentures,Venture Capital,Investment,203305.11,143490.82,15802.92,EMP069,"[""'EMP069'"", ""'EMP092'"", ""'EMP048'"", ""'EMP059'"", ""'EMP050'""]","['EMP072', 'EMP100', 'EMP059', 'EMP048', 'EMP021', 'EMP050', 'EMP069', 'EMP080', 'EMP058', 'EMP092']",0.2899,0,4,Closed-Won,2016,Inactive
OPP20160066,FP2016,2016-12-23 22:07,2016-12-28 17:37,,SeVe0162,SecureVentures,Venture Capital,Investment,101956.24,90185.53,9174.44,EMP098,"[""'EMP098'"", ""'EMP104'"", ""'EMP048'"", ""'EMP050'"", ""'EMP017'""]","['EMP024', 'EMP047', 'EMP050', 'EMP017', 'EMP048', 'EMP104', 'EMP098', 'EMP085', 'EMP077', 'EMP094']",0.9003,0,1,Qualifying,2016,Active
OPP20160067,FP2016,2016-02-13 04:36,2016-07-04 06:06,,BiBi0131,BioConcepts,Biotechnology,Healthcare,207775.76,152863.95,9437.35,EMP083,"[""'EMP083'"", ""'EMP117'"", ""'EMP023'""]","['EMP013', 'EMP059', 'EMP098', 'EMP083', 'EMP094', 'EMP117', 'EMP051', 'EMP023']",0.776,0,1,Qualifying,2016,Active
OPP20160068,FP2016,2016-04-01 20:37,2016-08-21 06:17,,GlAn0178,GlobalAnalytics,Analytics,Technology,137870.63,112177.55,13805.94,EMP069,"[""'EMP069'"", ""'EMP002'"", ""'EMP085'""]","['EMP002', 'EMP060', 'EMP059', 'EMP072', 'EMP083', 'EMP069', 'EMP096', 'EMP085']",0.5735,0,2,Proposal,2016,Active
OPP20160069,FP2016,2016-09-02 14:40,2016-12-05 05:47,,InIn0109,InnovativeServices,Insurance,Risk Management,196292.26,173805.48,26050.09,EMP036,"[""'EMP036'"", ""'EMP114'"", ""'EMP002'"", ""'EMP048'"", ""'EMP072'""]","['EMP002', 'EMP048', 'EMP007', 'EMP114', 'EMP088', 'EMP047', 'EMP012', 'EMP072', 'EMP084', 'EMP036']",0.3272,0,3,Negotiation,2016,Active
OPP20160070,FP2016,2016-01-13 07:57,2016-04-16 07:32,2016-07-04 14:53,DaCo0163,DataDynamics,Compliance,Legal,192425.39,146015.34,9515.25,EMP083,"[""'EMP083'"", ""'EMP036'"", ""'EMP001'""]","['EMP024', 'EMP087', 'EMP036', 'EMP083', 'EMP001', 'EMP062', 'EMP010']",0.2652,0,4,Closed-Won,2016,Inactive
OPP20160071,FP2016,2016-10-21 03:38,2016-11-04 23:00,,CrVe0189,CreativeVentures,Venture Capital,Investment,212007.81,175529.96,15611.64,EMP085,"[""'EMP085'"", ""'EMP117'"", ""'EMP039'"", ""'EMP036'""]","['EMP098', 'EMP090', 'EMP039', 'EMP077', 'EMP117', 'EMP085', 'EMP036']",0.891,0,1,Qualifying,2016,Active
OPP20160073,FP2016,2016-12-14 05:22,2016-12-18 14:56,2016-12-18 20:23,GeVe0122,GeoVentures,Venture Capital,Investment,723983.42,578603.25,61395.24,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP119'"", ""'EMP083'""]","['EMP083', 'EMP031', 'EMP093', 'EMP119', 'EMP057', 'EMP091', 'EMP002', 'EMP032', 'EMP023']",0.8299,0,4,Closed-Won,2016,Inactive
OPP20160074,FP2016,2016-06-05 22:33,2016-06-23 01:35,,InAs0160,InnovativeTechnology,Asset Management,Investment,195738.15,145490.5,19060.3,EMP036,"[""'EMP036'"", ""'EMP031'"", ""'EMP110'"", ""'EMP042'"", ""'EMP114'""]","['EMP110', 'EMP094', 'EMP114', 'EMP042', 'EMP098', 'EMP081', 'EMP036', 'EMP087', 'EMP031']",0.7174,0,2,Proposal,2016,Active
OPP20160076,FP2016,2016-05-26 05:26,2016-08-28 05:16,2016-09-18 15:40,SmLo0190,SmartTechnology,Loans,Finance,196851.79,153871.29,9080.21,EMP085,"[""'EMP085'"", ""'EMP042'"", ""'EMP002'"", ""'EMP072'"", ""'EMP083'""]","['EMP080', 'EMP012', 'EMP003', 'EMP002', 'EMP083', 'EMP085', 'EMP042', 'EMP072', 'EMP094']",0.4722,0,4,Closed-Won,2016,Inactive
OPP20160077,FP2016,2016-11-14 07:19,2016-12-02 19:16,2016-12-21 18:39,SeIn0143,SecureConcepts,Insurance,Risk Management,223146.18,195359.96,33014.32,EMP085,"[""'EMP085'"", ""'EMP048'"", ""'EMP117'"", ""'EMP002'"", ""'EMP098'""]","['EMP079', 'EMP002', 'EMP052', 'EMP088', 'EMP085', 'EMP048', 'EMP098', 'EMP096', 'EMP117', 'EMP006']",0.3731,0,4,Closed-Won,2016,Inactive
OPP20160078,FP2016,2016-03-17 20:32,2016-04-22 04:32,,GlCo0119,GlobalHoldings,Compliance,Legal,157399.7,122028.5,18806.19,EMP023,"[""'EMP023'"", ""'EMP059'"", ""'EMP083'""]","['EMP096', 'EMP083', 'EMP092', 'EMP023', 'EMP048', 'EMP040', 'EMP059']",0.8442,0,2,Proposal,2016,Active
OPP20160080,FP2016,2016-10-31 10:04,2016-11-23 15:48,,InCr0101,InfoTechnology,Credit,Finance,222816.41,176310.6,34225.74,EMP036,"[""'EMP036'"", ""'EMP119'"", ""'EMP050'"", ""'EMP092'"", ""'EMP069'""]","['EMP033', 'EMP119', 'EMP036', 'EMP042', 'EMP050', 'EMP069', 'EMP012', 'EMP080', 'EMP093', 'EMP092']",0.2729,0,1,Qualifying,2016,Active
OPP20160081,FP2016,2016-12-18 07:43,2016-12-24 17:05,,SmAn0104,SmartAnalytics,Analytics,Technology,485892.43,382201.45,71468.82,EMP085,"[""'EMP085'"", ""'EMP072'"", ""'EMP098'""]","['EMP098', 'EMP080', 'EMP088', 'EMP072', 'EMP058', 'EMP083', 'EMP085']",0.8019,0,2,Proposal,2016,Active
OPP20160082,FP2016,2016-04-04 07:42,2016-11-20 02:29,2016-11-29 16:09,InVe0108,InnovativeVentures,Venture Capital,Investment,206724.76,175758.29,19345.24,EMP098,"[""'EMP098'"", ""'EMP031'"", ""'EMP023'""]","['EMP068', 'EMP023', 'EMP080', 'EMP058', 'EMP031', 'EMP059', 'EMP098']",0.5838,0,4,Closed-Won,2016,Inactive
OPP20160083,FP2016,2016-06-08 04:47,2016-08-28 14:42,,SeIn0145,SecureConcepts,Insurance,Risk Management,199186.46,139485.63,19114.51,EMP083,"[""'EMP083'"", ""'EMP061'"", ""'EMP001'"", ""'EMP104'"", ""'EMP098'""]","['EMP095', 'EMP069', 'EMP098', 'EMP045', 'EMP001', 'EMP058', 'EMP079', 'EMP061', 'EMP104', 'EMP083']",0.8411,0,1,Qualifying,2016,Active
OPP20160084,FP2016,2016-05-10 03:41,2016-07-19 07:34,,GeEq0102,GeoDynamics,Equity,Finance,211958.92,154872.83,9256.47,EMP036,"[""'EMP036'"", ""'EMP104'"", ""'EMP108'"", ""'EMP001'"", ""'EMP050'""]","['EMP108', 'EMP017', 'EMP012', 'EMP050', 'EMP036', 'EMP104', 'EMP003', 'EMP098', 'EMP001']",0.7131,0,3,Negotiation,2016,Active
OPP20160085,FP2016,2016-03-14 07:38,2016-06-16 18:09,,TeLo0179,TechSolutions,Loans,Finance,194259.74,145561.03,28901.91,EMP023,"[""'EMP023'"", ""'EMP119'"", ""'EMP001'"", ""'EMP098'""]","['EMP119', 'EMP023', 'EMP039', 'EMP018', 'EMP098', 'EMP097', 'EMP001']",0.5696,0,3,Negotiation,2016,Active
OPP20160086,FP2016,2016-10-02 12:16,2016-11-09 15:38,,InAs0141,InnovativeDynamics,Asset Management,Investment,211803.44,170322.22,32962.56,EMP083,"[""'EMP083'"", ""'EMP085'"", ""'EMP048'""]","['EMP019', 'EMP017', 'EMP057', 'EMP048', 'EMP085', 'EMP036', 'EMP083']",0.9381,1,1,Qualifying,2016,Active
OPP20160087,FP2016,2016-04-10 13:44,2016-09-26 01:38,,GeLo0158,GeoHoldings,Loans,Finance,208305.23,173963.58,20296.65,EMP036,"[""'EMP036'"", ""'EMP057'"", ""'EMP031'"", ""'EMP110'"", ""'EMP116'""]","['EMP031', 'EMP063', 'EMP057', 'EMP036', 'EMP010', 'EMP012', 'EMP116', 'EMP110', 'EMP067', 'EMP062']",0.396,0,2,Proposal,2016,Active
OPP20160088,FP2016,2016-02-22 00:56,2016-05-19 01:09,,WeIn0135,WebDynamics,Insurance,Risk Management,202585.0,170966.35,26704.49,EMP036,"[""'EMP036'"", ""'EMP104'"", ""'EMP072'"", ""'EMP048'"", ""'EMP025'""]","['EMP042', 'EMP036', 'EMP025', 'EMP104', 'EMP048', 'EMP072', 'EMP038', 'EMP093', 'EMP098']",0.5885,0,2,Proposal,2016,Active
OPP20160089,FP2016,2016-08-27 22:19,2016-12-27 14:53,,NeEq0166,NetConcepts,Equity,Finance,207646.84,177669.76,23704.7,EMP069,"[""'EMP069'"", ""'EMP110'"", ""'EMP017'"", ""'EMP108'"", ""'EMP119'""]","['EMP068', 'EMP119', 'EMP013', 'EMP029', 'EMP132', 'EMP017', 'EMP108', 'EMP110', 'EMP069', 'EMP093']",0.489,0,3,Negotiation,2016,Active
OPP20160090,FP2016,2016-03-21 19:05,2016-11-19 07:48,,GeTr0170,GeoServices,Treasury,Finance,199430.39,173219.45,24773.65,EMP083,"[""'EMP083'"", ""'EMP072'"", ""'EMP061'"", ""'EMP057'"", ""'EMP048'""]","['EMP061', 'EMP055', 'EMP057', 'EMP002', 'EMP001', 'EMP068', 'EMP083', 'EMP097', 'EMP072', 'EMP048']",0.6749,0,3,Negotiation,2016,Active
OPP20160091,FP2016,2016-01-08 15:58,2016-05-21 17:28,,CrTr0148,CreativeHoldings,Treasury,Finance,196346.31,171165.98,9500.35,EMP098,"[""'EMP098'"", ""'EMP002'"", ""'EMP104'"", ""'EMP099'"", ""'EMP083'""]","['EMP104', 'EMP020', 'EMP098', 'EMP099', 'EMP077', 'EMP040', 'EMP084', 'EMP083', 'EMP037', 'EMP002']",0.3769,0,1,Qualifying,2016,Active
OPP20160092,FP2016,2016-12-30 21:29,2016-12-30 23:57,2017-01-15 09:34,InIn0111,InnovativeServices,Insurance,Risk Management,187910.69,165199.48,27295.78,EMP023,"[""'EMP023'"", ""'EMP099'"", ""'EMP069'""]","['EMP061', 'EMP095', 'EMP023', 'EMP006', 'EMP099', 'EMP097', 'EMP069']",0.3967,0,4,Closed-Won,2016,Inactive
OPP20160093,FP2016,2016-10-17 03:10,2016-11-06 06:43,,BiAn0105,BioAnalytics,Analytics,Technology,188109.69,151549.98,14511.97,EMP036,"[""'EMP036'"", ""'EMP092'"", ""'EMP050'"", ""'EMP001'"", ""'EMP031'""]","['EMP083', 'EMP040', 'EMP082', 'EMP036', 'EMP057', 'EMP001', 'EMP031', 'EMP050', 'EMP092']",0.4944,0,2,Proposal,2016,Active
OPP20160094,FP2016,2016-11-26 05:27,2016-12-20 23:41,,InVe0127,InnovativeVentures,Venture Capital,Investment,190961.62,139778.0,14450.72,EMP069,"[""'EMP069'"", ""'EMP092'"", ""'EMP038'"", ""'EMP050'"", ""'EMP098'""]","['EMP038', 'EMP092', 'EMP098', 'EMP094', 'EMP096', 'EMP050', 'EMP082', 'EMP069']",0.4789,0,2,Proposal,2016,Active
OPP20160095,FP2016,2016-01-20 18:37,2016-03-02 04:12,,TeMo0134,TechConcepts,Mortgages,Banking,202783.53,177715.28,27244.2,EMP023,"[""'EMP023'"", ""'EMP025'"", ""'EMP116'"", ""'EMP119'"", ""'EMP017'""]","['EMP072', 'EMP032', 'EMP116', 'EMP017', 'EMP099', 'EMP025', 'EMP023', 'EMP119', 'EMP053', 'EMP089']",0.8217,0,1,Qualifying,2016,Active
OPP20160096,FP2016,2016-02-05 19:13,2016-10-15 10:34,,CrVe0176,CreativeVentures,Venture Capital,Investment,185096.03,145287.91,15230.66,EMP083,"[""'EMP083'"", ""'EMP104'"", ""'EMP025'"", ""'EMP059'"", ""'EMP036'""]","['EMP035', 'EMP006', 'EMP083', 'EMP025', 'EMP013', 'EMP059', 'EMP020', 'EMP036', 'EMP104', 'EMP052']",0.6086,0,1,Qualifying,2016,Active
OPP20160097,FP2016,2016-02-21 15:55,2016-04-04 11:36,,InCr0123,InfoSolutions,Credit,Finance,199869.47,167160.43,18733.17,EMP023,"[""'EMP023'"", ""'EMP042'"", ""'EMP114'"", ""'EMP116'"", ""'EMP119'""]","['EMP119', 'EMP077', 'EMP098', 'EMP081', 'EMP116', 'EMP042', 'EMP114', 'EMP023', 'EMP076']",0.7963,0,1,Qualifying,2016,Active
OPP20160098,FP2016,2016-07-13 13:35,2016-08-05 23:04,,SeVe0150,SecureVentures,Venture Capital,Investment,198623.81,156697.79,25611.17,EMP098,"[""'EMP098'"", ""'EMP023'"", ""'EMP002'""]","['EMP092', 'EMP006', 'EMP069', 'EMP002', 'EMP098', 'EMP077', 'EMP023']",0.2762,0,1,Qualifying,2016,Active
OPP20160099,FP2016,2016-04-22 05:46,2016-06-29 03:11,,InIn0132,InnovativeServices,Insurance,Risk Management,211664.58,174109.64,18402.18,EMP083,"[""'EMP083'"", ""'EMP123'"", ""'EMP116'"", ""'EMP002'"", ""'EMP036'""]","['EMP116', 'EMP002', 'EMP054', 'EMP036', 'EMP082', 'EMP083', 'EMP068', 'EMP123']",0.5937,0,3,Negotiation,2016,Active
OPP20170000,FP2017,2017-07-31 22:47,2017-12-26 14:38,,InAs0260,InnovativeDynamics,Asset Management,Investment,193398.56,155982.46,30358.88,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP117'"", ""'EMP110'"", ""'EMP061'""]","['EMP072', 'EMP110', 'EMP025', 'EMP107', 'EMP117', 'EMP031', 'EMP023', 'EMP045', 'EMP061', 'EMP020']",0.5091,0,1,Qualifying,2017,Active
OPP20170001,FP2017,2017-03-20 01:33,2017-06-01 05:39,,SeEq0282,SecureSystems,Equity,Finance,202314.95,166754.83,22119.88,EMP083,"[""'EMP083'"", ""'EMP117'"", ""'EMP019'"", ""'EMP036'""]","['EMP033', 'EMP001', 'EMP002', 'EMP117', 'EMP019', 'EMP083', 'EMP036', 'EMP059', 'EMP100']",0.5862,0,3,Negotiation,2017,Active
OPP20170002,FP2017,2017-09-09 07:49,2017-12-22 23:26,,BiAn0212,BioAnalytics,Analytics,Technology,213747.13,158525.7,30163.33,EMP036,"[""'EMP036'"", ""'EMP083'"", ""'EMP092'""]","['EMP050', 'EMP036', 'EMP084', 'EMP025', 'EMP009', 'EMP092', 'EMP085', 'EMP083']",0.7966,0,2,Proposal,2017,Active
OPP20170003,FP2017,2017-06-01 13:00,2017-10-02 13:45,,SeCo0250,SecureTechnology,Compliance,Legal,210083.67,158942.45,19252.34,EMP083,"[""'EMP083'"", ""'EMP061'"", ""'EMP009'"", ""'EMP072'"", ""'EMP069'""]","['EMP096', 'EMP001', 'EMP083', 'EMP009', 'EMP072', 'EMP061', 'EMP068', 'EMP036', 'EMP100', 'EMP069']",0.7759,0,3,Negotiation,2017,Active
OPP20170004,FP2017,2017-07-09 12:34,2017-12-19 07:15,,SeAn0245,SecureAnalytics,Analytics,Technology,209317.55,166764.05,8744.76,EMP023,"[""'EMP023'"", ""'EMP119'"", ""'EMP009'"", ""'EMP017'"", ""'EMP059'""]","['EMP119', 'EMP052', 'EMP017', 'EMP059', 'EMP081', 'EMP132', 'EMP019', 'EMP087', 'EMP023', 'EMP009']",0.4586,0,2,Proposal,2017,Active
OPP20170005,FP2017,2017-11-09 14:52,2017-12-08 21:03,2017-12-17 05:16,TeMo0286,TechConcepts,Mortgages,Banking,184099.89,143650.49,11448.57,EMP085,"[""'EMP085'"", ""'EMP116'"", ""'EMP017'"", ""'EMP009'"", ""'EMP126'""]","['EMP081', 'EMP085', 'EMP076', 'EMP009', 'EMP116', 'EMP126', 'EMP069', 'EMP075', 'EMP017']",0.8626,0,4,Closed - Won ,2017,Active
OPP20170006,FP2017,2017-04-21 07:26,2017-05-17 05:11,2017-11-09 10:54,SeIn0279,SecureConcepts,Insurance,Risk Management,186948.71,149050.86,28236.61,EMP023,"[""'EMP023'"", ""'EMP001'"", ""'EMP085'""]","['EMP023', 'EMP098', 'EMP021', 'EMP013', 'EMP089', 'EMP001', 'EMP085']",0.4998,0,4,Closed-Won,2017,Inactive
OPP20170007,FP2017,2017-08-01 01:59,2017-11-14 15:29,,SeTr0266,SecureHoldings,Treasury,Finance,180338.56,159237.89,23675.38,EMP098,"[""'EMP098'"", ""'EMP059'"", ""'EMP104'"", ""'EMP023'""]","['EMP095', 'EMP052', 'EMP104', 'EMP059', 'EMP098', 'EMP023', 'EMP002']",0.5488,0,3,Negotiation,2017,Active
OPP20170008,FP2017,2017-01-08 08:37,2017-05-16 01:45,,TeWe0258,TechServices,Wealth Management,Investment,186736.54,164289.35,31786.97,EMP023,"[""'EMP023'"", ""'EMP036'"", ""'EMP025'""]","['EMP068', 'EMP100', 'EMP023', 'EMP096', 'EMP085', 'EMP025', 'EMP036']",0.8828,0,3,Negotiation,2017,Active
OPP20170009,FP2017,2017-08-20 05:52,2017-12-15 17:51,,InCr0288,InfoSolutions,Credit,Finance,205452.04,177134.11,24832.71,EMP023,"[""'EMP023'"", ""'EMP108'"", ""'EMP098'""]","['EMP095', 'EMP077', 'EMP025', 'EMP075', 'EMP098', 'EMP023', 'EMP108']",0.9385,0,2,Proposal,2017,Active
OPP20170010,FP2017,2017-01-22 20:55,2017-05-24 15:24,,BiBi0211,BioConcepts,Biotechnology,Healthcare,176406.6,125726.88,14981.3,EMP085,"[""'EMP085'"", ""'EMP023'"", ""'EMP032'""]","['EMP085', 'EMP001', 'EMP014', 'EMP078', 'EMP023', 'EMP032']",0.2944,0,1,Qualifying,2017,Active
OPP20170012,FP2017,2017-01-01 13:50,2017-08-26 21:02,,DaWe0290,DataConcepts,Wealth Management,Investment,220605.79,163753.68,18334.34,EMP023,"[""'EMP023'"", ""'EMP061'"", ""'EMP092'"", ""'EMP002'"", ""'EMP104'""]","['EMP018', 'EMP092', 'EMP061', 'EMP033', 'EMP095', 'EMP104', 'EMP002', 'EMP001', 'EMP023', 'EMP021']",0.4971,0,1,Qualifying,2017,Active
OPP20170013,FP2017,2017-10-30 01:54,2017-12-18 02:50,,GlLo0268,GlobalDynamics,Loans,Finance,198391.94,167742.25,31041.56,EMP036,"[""'EMP036'"", ""'EMP116'"", ""'EMP083'""]","['EMP036', 'EMP088', 'EMP116', 'EMP063', 'EMP020', 'EMP005', 'EMP083']",0.5361,1,1,Qualifying,2017,Active
OPP20170014,FP2017,2017-06-29 22:40,2017-09-29 03:56,2017-11-08 04:12,CrTr0271,CreativeTechnology,Treasury,Finance,200231.95,171365.68,13545.34,EMP098,"[""'EMP098'"", ""'EMP031'"", ""'EMP050'"", ""'EMP119'"", ""'EMP069'""]","['EMP069', 'EMP008', 'EMP093', 'EMP119', 'EMP078', 'EMP050', 'EMP098', 'EMP031']",0.344,0,4,Closed-Lost,2017,Inactive
OPP20170016,FP2017,2017-05-29 08:21,2017-07-07 14:38,2017-11-11 15:00,InCr0283,InnovativeSolutions,Credit,Finance,200606.12,160411.86,31612.36,EMP085,"[""'EMP085'"", ""'EMP048'"", ""'EMP108'"", ""'EMP050'"", ""'EMP092'""]","['EMP048', 'EMP047', 'EMP092', 'EMP083', 'EMP050', 'EMP085', 'EMP084', 'EMP108']",0.8339,1,4,Closed-Won,2017,Inactive
OPP20170017,FP2017,2017-11-23 10:02,2017-12-14 10:09,,NeWe0197,NetHoldings,Wealth Management,Investment,209498.06,178909.97,12546.25,EMP085,"[""'EMP085'"", ""'EMP069'"", ""'EMP025'""]","['EMP077', 'EMP096', 'EMP085', 'EMP088', 'EMP069', 'EMP025', 'EMP093']",0.5401,0,2,Proposal,2017,Active
OPP20170018,FP2017,2017-08-13 12:45,2017-09-30 06:10,,GlCr0275,GlobalTechnology,Credit,Finance,178391.1,151129.15,17684.98,EMP023,"[""'EMP023'"", ""'EMP072'"", ""'EMP036'""]","['EMP072', 'EMP094', 'EMP023', 'EMP039', 'EMP092', 'EMP036', 'EMP080']",0.8243,0,1,Qualifying,2017,Active
OPP20170020,FP2017,2017-12-03 12:37,2017-12-06 20:41,,GlCr0276,GlobalConcepts,Credit,Finance,197086.44,143538.31,25197.94,EMP085,"[""'EMP085'"", ""'EMP119'"", ""'EMP104'"", ""'EMP118'"", ""'EMP108'""]","['EMP104', 'EMP090', 'EMP118', 'EMP036', 'EMP085', 'EMP096', 'EMP084', 'EMP119', 'EMP108']",0.5313,0,2,Proposal,2017,Active
OPP20170021,FP2017,2017-01-24 13:38,2017-11-16 20:35,,NeVe0248,NetVentures,Venture Capital,Investment,205123.22,182031.15,33623.55,EMP083,"[""'EMP083'"", ""'EMP116'"", ""'EMP117'"", ""'EMP098'""]","['EMP051', 'EMP117', 'EMP021', 'EMP100', 'EMP098', 'EMP083', 'EMP090', 'EMP116', 'EMP038']",0.7219,0,2,Proposal,2017,Active
OPP20170022,FP2017,2017-01-19 18:57,2017-10-10 08:09,,SeIn0263,SecureConcepts,Insurance,Risk Management,209067.02,165032.36,17520.18,EMP098,"[""'EMP098'"", ""'EMP001'"", ""'EMP108'"", ""'EMP002'"", ""'EMP069'""]","['EMP081', 'EMP059', 'EMP045', 'EMP096', 'EMP069', 'EMP031', 'EMP001', 'EMP098', 'EMP108', 'EMP002']",0.6632,0,3,Negotiation,2017,Active
OPP20170023,FP2017,2017-06-27 22:55,2017-10-05 05:04,,DaCo0230,DataDynamics,Compliance,Legal,193461.3,139571.13,19697.93,EMP069,"[""'EMP069'"", ""'EMP114'"", ""'EMP085'""]","['EMP085', 'EMP032', 'EMP048', 'EMP094', 'EMP114', 'EMP069']",0.8401,0,2,Proposal,2017,Active
